,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,Class
0,0.231863,-0.297018,0.195571,-0.22228699999999998,-0.5407609999999999,-0.7553449999999999,-0.104182,0.11621,-0.726433,-0.687254,-0.6697810000000001,0.7195020000000001,-0.745609,-0.317744,-1.133673,-0.9367979999999999,2
1,0.135216,-0.201988,-1.145153,-0.162798,-0.356468,1.751232,0.794269,0.42143500000000006,-0.2321,-0.7649600000000001,-0.655623,-0.848628,0.39824699999999996,0.003012,1.292494,2.98896,2
2,0.231863,-0.297018,0.530163,-0.286073,-0.615028,-1.325321,2.2442450000000003,1.815173,-2.0369919999999997,-0.721251,-0.63183,-0.886091,1.597302,-0.317744,-0.8747540000000001,-0.663342,1
3,0.231863,-0.297018,-0.8671120000000001,-0.080834,0.365116,0.616746,-1.9651330000000002,-2.165623,1.9502490000000001,2.062891,0.765784,3.320563,-2.1421,-0.317744,1.110292,-0.32624899999999996,2
4,0.231863,-0.297018,-0.084826,-0.24195100000000003,-0.43165200000000004,-1.077921,1.5450540000000001,1.7195599999999998,-1.261003,-0.743915,-0.7439140000000001,-0.837924,0.555913,-0.317744,-0.756482,-0.892074,1
5,0.231863,-0.297018,-0.7917109999999999,-0.264921,-0.618696,-1.185219,1.223035,1.831721,-0.8892950000000001,-0.760104,-0.732017,-0.9235549999999999,0.965505,-0.317744,-0.954667,-0.929386,2
6,-1.9910259999999997,-0.029459,-0.5431229999999999,0.097964,1.2783280000000001,1.571491,-1.678696,-1.6820439999999999,1.712663,2.03537,1.5682690000000001,1.522298,-1.0558459999999998,0.323767,0.864159,4.227947,2
7,0.135216,-0.297018,-1.221732,-0.23501100000000003,-0.653537,-1.2043549999999998,1.0824850000000001,1.077852,-0.266588,-0.77435,-0.636549,-0.650604,0.038616000000000004,-0.317744,-0.078818,-0.7049989999999999,1
8,0.231863,0.087714,0.288644,0.026907999999999998,1.148131,1.776519,-1.162754,-1.3437219999999999,1.312214,1.48819,0.845325,0.22712,-0.387252,0.644523,0.407055,0.9937520000000001,2
9,0.231863,-0.297018,0.036522000000000006,-0.281942,-0.465577,-1.116193,1.827932,0.779982,-1.241843,-0.729993,-0.707241,-0.843276,1.240218,-0.317744,-1.031384,-0.946765,1
10,0.231863,-0.297018,-0.139021,-0.152883,-0.365637,-0.7785810000000001,0.83163,0.40120900000000004,-0.525251,-0.7144510000000001,-0.669191,-0.784404,0.5755859999999999,-0.317744,0.774656,-0.097262,1
11,0.231863,-0.297018,0.371114,-0.230219,-0.234523,0.544759,-0.399515,0.094145,0.158769,-0.632213,-0.416116,0.938933,-0.7006020000000001,-0.317744,-0.254627,-0.146075,2
12,0.038568,-0.297018,-1.453826,-0.259137,-0.551763,-0.31499099999999997,0.548751,0.807563,0.20667,-0.751686,-0.574313,-0.8967950000000001,0.062676,-0.317744,-0.369702,-0.42183100000000007,1
13,0.135216,-0.297018,-1.3018450000000001,-0.219478,-0.500418,-0.9061540000000001,-0.159335,0.226532,0.6645989999999999,-0.748772,-0.320845,-0.457933,-0.113106,-0.317744,-0.9994190000000001,-0.997878,2
14,-0.251374,-0.297018,-1.0650389999999998,0.00212,0.328441,0.22377600000000003,-0.32835,-1.209496,1.2106649999999999,-0.125505,0.177931,-0.72018,0.434763,-0.317744,0.790639,0.087002,2
15,0.135216,-0.16323800000000002,-1.226444,-0.191055,-0.26569699999999996,0.5702729999999999,-1.411829,-1.163529,1.542137,0.7661720000000001,2.857141,0.746262,-1.185064,0.003012,0.883338,1.7808970000000002,2
16,0.231863,-0.297018,-0.865933,-0.08215599999999999,0.9299139999999999,2.594807,-1.386922,-1.610334,1.653266,0.5647840000000001,1.139989,-0.559621,-0.23595500000000003,-0.317744,-0.21307199999999998,-0.389885,2
17,0.231863,-0.297018,0.434734,-0.198491,-0.34913299999999997,-0.365792,-0.12909,0.18975799999999998,-0.22060300000000002,-0.637393,-0.272766,-0.762996,0.9513520000000001,-0.317744,-0.07562100000000001,-0.31014899999999995,2
18,0.231863,-0.297018,0.34873000000000004,-0.28227199999999997,-0.495834,-0.791338,1.144754,1.447432,-1.14221,-0.73323,-0.706159,-0.9289069999999999,2.240703,-0.317744,-1.194407,-1.031613,1
19,0.135216,-0.084816,-1.112165,-0.14247200000000002,-0.444488,0.070233,-0.623683,-0.825207,1.348619,0.850677,0.860368,-0.163575,-0.644698,0.323767,0.59565,0.6612600000000001,2
20,0.135216,-0.16323800000000002,-1.226444,-0.191055,-0.26569699999999996,0.5702729999999999,-1.411829,-1.163529,1.542137,0.7661720000000001,2.857141,0.746262,-1.185064,0.003012,0.883338,1.7808970000000002,2
21,0.135216,1.952323,-1.524514,5.2409870000000005,0.029538,1.012222,-0.12731099999999998,-1.314303,1.331374,0.599428,1.379102,-0.8004600000000001,-0.234256,0.644523,0.77146,3.889321,2
22,0.231863,-0.297018,0.157871,-0.284916,-0.510504,-1.060152,0.504274,0.882949,-1.743841,-0.718337,-0.701342,-0.447229,0.095087,-0.317744,-1.079332,-0.838149,1
23,0.135216,-0.297018,-0.8164520000000001,-0.176678,-0.603109,-1.204811,1.577078,1.6533669999999998,-1.2820799999999999,-0.755895,-0.7447010000000001,-0.907499,0.982489,-0.317744,-0.9450780000000001,-0.8974409999999999,1
24,0.231863,-0.167851,-1.1922780000000002,-0.10363900000000001,-0.465577,-0.858086,0.71243,0.178726,0.183677,-0.747153,-0.7124520000000001,-0.886091,0.45811499999999994,0.003012,2.689378,0.007776000000000001,1
25,0.135216,-0.297018,-1.500951,-0.20278800000000002,-0.054814999999999996,-0.39928,0.116427,-1.6930759999999998,2.057547,0.618854,-0.608528,1.6668020000000001,-2.2326799999999998,-0.317744,-0.32495100000000005,-0.543225,1
26,0.135216,-0.137405,-0.331058,0.019141,-0.41514799999999996,0.270933,0.584334,0.246758,-0.402625,-0.649373,-0.315929,-0.645252,0.511897,0.323767,0.100188,2.8121080000000003,2
27,0.231863,-0.297018,0.8871399999999999,-0.290534,-0.514171,-1.214379,1.6535799999999998,2.0413330000000003,-2.0714810000000003,-0.7338779999999999,-0.726807,-0.543565,0.465192,-0.317744,-0.746893,-0.91763,1
28,0.231863,-0.297018,1.2335129999999999,0.127379,0.012117000000000001,0.8235959999999999,-1.5506,-0.907949,0.310135,0.9594659999999999,-0.033652999999999995,-0.377654,0.264925,-0.317744,3.2935230000000004,0.912226,2
